course_name,instructor,old_price,new_price,number_of_students,rating,sections,lectures,duration,category,tags,what_you_learn
CHUẨN BỊ CHO CON VÀO LỚP 1,Lã Linh Nga,600.000,449.000,30,5.0,3 phần,16 bài giảng,01 giờ 42 phút,hôn nhân và gia đình,Phương pháp dạy con,"Hiểu được đặc điểm sinh học và tâm lý của trẻ, đặc biệt là não bộ của bé 5-6 tuổi.. Biết cách phát triển nhận thức, giao tiếp, tương tác, ngôn ngữ, vận động, khả năng thích ứng.. Biết các kỹ năng sống cần thiết cho bé chuẩn bị đến trường.. Cha mẹ nên làm gì để con phát triển tốt trong giai đoạn này.. Cha mẹ có những lời khuyên hữu ích về việc nuôi dạy con.. Có kỹ năng cần thiết khi trẻ bị bất ôn tâm lý đến trường."
PHỤ NỮ LÃNH ĐẠO BẰNG QUYỀN LỰC MỀM,Vera Hà Anh,1.200.000,799.000,906,4.9,4 phần,12 bài giảng,01 giờ 48 phút,hôn nhân và gia đình,"Tình yêu, Hạnh phúc gia đình, Đời sống vợ chồng, Hôn nhân gia đình","Trở thành người phụ nữ đặc biệt và duy nhất trong mắt các đức lang quân.. Mềm mại và uyển chuyển nhưng vẫn giữ bản lĩnh của riêng bản thân bạn để giữ lửa hôn nhân gia đình.. Không chỉ là người bạn đời, chung chăn chung gối mà còn là người bạn tri kỷ, kết nối với chồng bằng cả sự tin tưởng và gắn bó.. Làm mới cuộc sống hôn nhân vốn bình lặng để bước sang một trang mới - bước cùng nhau trên mọi đường, từ cuộc sống đến công việc.. ""Phu thê tương kính như tân"" - Lúc nào vợ chồng cũng kính trọng và đối xử dịu dàng, tế nhị với nhau - Đây chính là một trong những điều kiện tiên quyết giữ vững hạnh phúc gia đình. ""Đàn ông xây nhà - đàn bà xây tổ ấm"""
Đập tan chứng biếng ăn ở trẻ,Đào Ngọc Cường,700.000,249.000,130,4.7,3 phần,13 bài giảng,01 giờ 36 phút,hôn nhân và gia đình,"Đồng hành cùng con, Dinh dưỡng cho con, Phương pháp dạy con","Biết nguyên nhân và hậu quả của việc biếng ăn của con. Biết được tầm quan trọng của chất dinh dưỡng, vi chất dinh dưỡng cho sự phát triển của trẻ. Có được giải pháp chế biến thức ăn cân đối, bổ sung kịp thời các dưỡng chất cần thiết cho con mình. Nắm được nguyên nhân vì sao con ăn nhiều nhưng không lớn. Nắm được 10 nguyên tắc vàng trong giờ ăn của con. Biết các loại thực phẩm trị biếng ăn, tự chế biến thực đơn theo độ tuổi của con"
Massage tăng đề kháng - Con khỏe mẹ vui,Lê Anh Quốc,600.000,499.000,99,5.0,3 phần,16 bài giảng,01 giờ 35 phút,hôn nhân và gia đình,Chăm sóc trẻ,"Giúp trang bị cho bố mẹ biết cách Massage Đông y , Bấm huyệt Đông y để hỗ trợ Hạ sốt, Trị ho, trị Táo bón, Biếng ăn, Tiêu chảy.... Giúp bố mẹ Massage Huyệt vị Đông y Tăng cường sức đề kháng cho con.. Dễ học dễ thực hành, không tốn thời gian chỉ 10-20 phút/ lần mà hiệu quả mang lại sức khỏe cho con là không ngờ tới.. Hóa ra chỉ việc massage cho con mỗi ngày 10-15 phút lại giúp Tăng cường sức đề kháng cho con Hoặc giúp con nhanh chóng khỏi ốm hơn.. Massage huyệt vị Đông y và kết hợp một số bài thuốc dân gian đơn giản Chữa bênh thường gặp cho con.. Nếu áp dụng đầy đủ theo hướng dẫn thì có thể tiết kiệm hàng triệu tiền thuốc cho con mỗi năm và trên 90% trường hợp ốm sốt không phải dùng thuốc."
Nuôi con không dùng thuốc kháng sinh,Lê Anh Quốc,600.000,299.000,97,5.0,4 phần,16 bài giảng,02 giờ 07 phút,hôn nhân và gia đình,"Chăm sóc trẻ, Đồng hành cùng con","4 cách sinh con khỏe mạnh. Phương pháp chăm con ốm đúng cách và hiệu quả. 5 liệu pháp tăng cường đề kháng, miễn dịch cho con. Xử lý được những bệnh thường gặp không cần dùng kháng sinh: Sốt, Cảm cúm, Viêm tai giữa, Táo bón, tiêu chảy…"
Tiền hôn nhân và tuyệt chiêu tìm bạn đời phù hợp,Vera Hà Anh,1.200.000,299.000,351,4.4,8 phần,43 bài giảng,06 giờ 34 phút,hôn nhân và gia đình,Hạnh phúc gia đình,"Bí quyết để thu hút người khác giới.. Những sai lầm khi hẹn hò và cách tránh xa những sai lầm đó. Tham gia lớp tiền hôn nhân bạn sẽ biết được cách chọn bạn đời phù hợp, giữ lửa tình yêu.. Có được kiến thức, kỹ năng sẵn sàng bước vào cuộc sống hôn nhân.. Có kiến thức về quan hệ tình dục, sức khỏe tiền hôn nhân.. Được hướng dẫn và chia sẻ bởi chuyên gia tư vấn tâm lý hàng đầu Vera Hà Anh"
Nuôi con bằng sữa mẹ hoàn toàn đến 24 tháng tuổi,Thiều Vân Anh,500.000,299.000,15,5.0,9 phần,31 bài giảng,02 giờ 25 phút,hôn nhân và gia đình,"Đồng hành cùng con, Dinh dưỡng cho con",Hiểu được tầm quan trọng của việc nuôi con sữa mẹ. Hiểu sâu các yếu tố giúp mẹ luôn có nguồn sữa dồi dào. Cách hút sữa và cho bé ti ngay cả khi mẹ đi làm. Biết được thời điểm và cách cai sữa thích hợp. Các sai lầm các mẹ hay mắc khi nuôi con sữa mẹ hoàn toàn. Được tặng kèm file sách ebook về vấn đề nuôi con sữa mẹ hoàn toàn đến 24 tháng tuổi
Phương pháp nuôi dạy con 1 - 2 - 3 kỳ diệu,Lã Linh Nga,500.000,299.000,120,5.0,3 phần,12 bài giảng,01 giờ 58 phút,hôn nhân và gia đình,"Đồng hành cùng con, Phương pháp dạy con","Biết cách nuôi dạy trẻ lớn lên thành những con người có kỉ luật. Cha mẹ thấu hiểu tâm lý, hành vi và cảm xúc của con. Biết cách kiểm soát hành vi khó chịu của con, giúp con có khả năng điều chỉnh cảm xúc. Tránh được những sai lầm khi nuôi dạy trẻ. Tạo lập thói quen tích cực cho trẻ. Giúp con hạnh phúc và hòa nhập với cộng đồng"
Trở thành người vợ hạnh phúc,Phạm Phương Mai,750.000,599.000,40,4.7,4 phần,18 bài giảng,02 giờ 23 phút,hôn nhân và gia đình,"Tình yêu, Hạnh phúc gia đình, Hôn nhân gia đình","Có được nhận thức đúng đắn để xây dựng và nuôi dưỡng các mối quan hệ trong gia đình luôn hạnh phúc.. Nắm vững kỹ thuật sử dụng ngôn từ khéo léo để dễ dàng thuyết phục và tạo ảnh hưởng tích cực tới mọi người.. Tự tin bộc lộ cảm xúc và mong muốn của bản thân một cách hiệu quả.. Các phương pháp để xây dựng gia đình hạnh phúc.. Nghệ thuật giao tiếp trong gia đình.. Bí quyết để luôn là nàng dâu hạnh phúc.. Cách thức để không ngừng hoàn thiện bản thân, luôn đẹp và quyến rũ.. Các bí quyết để thăng hoa hơn trong ""chuyện yêu"". Các cách thức hữu hiệu để luôn là người vợ hạnh phúc, quyến rũ và tươi mới.. Cách thức quản lý tài chính gia đình đơn giản và hiệu quả.. Các bí quyết để nấu ăn ngon một cách dễ dàng."
Con là em bé hạnh phúc,Nguyễn Thị Thanh Thủy,500.000,199.000,13,4.0,2 phần,29 bài giảng,01 giờ 50 phút,hôn nhân và gia đình,"Mang Thai, Phương pháp dạy con","Biết cách chăm sóc trẻ sơ sinh, đồng hành cùng con trong những năm tháng đầu đời.. Cha mẹ cũng hiểu rõ mình cần thay đổi những gì, cần làm gì là tốt nhất cho con.. Tạo tiền đề tốt cho mẹ bầu có động lực tìm kiếm học hỏi.. Trang bị kiến thức không chỉ lúc mang thai mà cả sau sinh, giúp tiết kiệm thời gian, chi phí tiền bạc và đảm bảo sức khỏe lâu dài của con."
"Thai giáo yêu thương, thai giáo từ trái tim",Nguyễn Thị Thanh Thủy,900.000,499.000,29,5.0,5 phần,16 bài giảng,02 giờ 00 phút,hôn nhân và gia đình,"Thai giáo, Mang Thai","Hiểu rõ bản chất của thai giáo và biết cách thực hành thai giáo cho con mỗi ngày.. Mẹ bầu cũng hiểu rõ mình cần thay đổi những gì, cần làm gì là tốt nhất cho con.. Tạo tiền đề tốt cho mẹ bầu có động lực tìm kiếm học hỏi, trang bị kiến thức không chỉ lúc mang thai mà cả sau sinh.. Giúp tiết kiệm thời gian, chi phí tiền bạc và đảm bảo sức khỏe lâu dài của con."
21 ngày trở thành người vợ tuyệt vời,Phạm Hà,500.000,349.000,162,4.0,1 phần,21 bài giảng,01 giờ 46 phút,hôn nhân và gia đình,"Tình yêu, Hạnh phúc gia đình, Đời sống vợ chồng","Cài đặt lại toàn bộ tư duy người vợ tuyệt vời và tư duy hạnh phúc, chỉ sau 21 ngày. Nâng cao kỹ năng giao tiếp, ứng xử, tình dục trong hôn nhân để có cuộc sống tuyệt vời. Xoá bỏ khúc mắc, tháo gỡ hiểu lầm giữa vợ chồng.. Biết cách khen ngợi, động viên chồng. Nắm được bí mật tạo nên chất keo gắn kết giữa 2 vợ chồng để cuộc sống trở nên thăng hoa, hạnh phúc. Nắm được các kiến thức và kỹ thuật cơ bản về tình dục để chồng luôn bị nghiện và say mê vợ."
Bí quyết thấu hiểu con trẻ - êm ấm gia đình,Nguyễn Đức Cao,700.000,399.000,29,5.0,4 phần,14 bài giảng,02 giờ 02 phút,hôn nhân và gia đình,Phương pháp dạy con,"Bố mẹ sẽ thấu hiểu con cái nhiều hơn, không khí gia đình trở nên vui vẻ, hạnh phúc.. Tìm được phương pháp, tiếng nói chung trong cách dạy con. Tạo nhiều điều kiện thuận lợi để giúp con cái tự tin, thành đạt trong tương lai.. Xóa bỏ áp lực, rào cản về những xung đột giữa cha mẹ và con cái"
Bí quyết nuôi con không lạm dụng kháng sinh,Ngô Dũng Tuấn,700.000,399.000,27,5.0,4 phần,17 bài giảng,01 giờ 47 phút,hôn nhân và gia đình,Chăm sóc trẻ,Giúp các bậc cha mẹ hiểu rõ hơn về ảnh hưởng của thuốc kháng sinh đến sức khỏe của con trẻ.. Cách chăm sóc sức khỏe cho trẻ thật tốt khi đau ốm mà không quá dựa dẫm vào thuốc kháng sinh.. Hiểu được tình trạng sức khỏe từng giai đoạn của trẻ để có cách chăm sóc cho phù hợp.. Biết thêm những bài thuốc dân gian hữu ích cho sức khỏe của con bạn.
Massage uyên ương,Bác sĩ Lê Hải,600.000,399.000,824,4.2,2 phần,27 bài giảng,01 giờ 59 phút,hôn nhân và gia đình,"Hạnh phúc gia đình, Massage - Trị liệu, Đời sống vợ chồng","Những điều cần biết chuẩn bị trước khi massge.. Biết cách tạo dựng phòng massage.. Massage uyên ương, tăng tình cảm trong cuộc sống hôn nhân.. Tư duy, định hướng tốt tạo dựng hạnh phúc trong hôn nhân.. Gắn kết tình cảm vợ chồng nhờ massage. Chinh phục và nắm giữ được trái tim của chàng nhờ những động tác massage chuyên nghiệp."
Chinh phục 900 điểm MOS powerpoint 2019 cấp độ Associate,Chu Đức Dũng,949.000,299.000,660,5.0,6 phần,44 bài giảng,04 giờ 54 phút,tin học văn phòng,PowerPoint,"Bạn sẽ thành thạo các tính năng và công cụ của Microsoft PowerPoint 2019. Giúp bạn chuẩn bị tốt nhất cho kỳ thi MOS PowerPoint 2019. Tăng hiệu quả trong công việc và các buổi thuyết trình quan trọng.. Phát triển khả năng tư duy và giải quyết vấn đề. Nâng cao kỹ năng sử dụng PowerPoint một cách hiệu quả, giúp tiết kiệm thời gian và nâng cao hiệu suất làm việc. Chứng chỉ MOS với điểm số cao sẽ là một điểm cộng lớn trong mắt nhà tuyển dụng, mở ra nhiều cơ hội nghề nghiệp"
Mẹ học thông thái - Thai giáo toàn diện 360 ngày,Trần Hoa,1.200.000,199.000,100,4.8,3 phần,24 bài giảng,02 giờ 18 phút,hôn nhân và gia đình,"Thai giáo, Mang Thai","Có được kiến thức về thai kỳ mạnh khỏe dành cho cả bố và mẹ. Biết cách lên kế hoạch mang thai và chuẩn bị cho mẹ có một thai kỳ hoàn hảo nhất. Kích hoạt các chức năng của não bộ trẻ ngay từ trong bụng mẹ thông qua các giác quan để trẻ nhanh hoàn thiện các năng lực và thông minh hơn.. Có 1 em bé thông minh, ngoan ngoãn khi chào đời, tăng sự gắn kết tình cảm giữa bố mẹ và con. Định hình tính cách, phẩm chất tốt đẹp cho trẻ từ trong tiềm thức. Thư giãn và giảm thiểu các rủi ro cho thai nhi khi mẹ stress"
21 chiến lược xây dựng nhân cách con trẻ,Tiến sĩ Trần Quốc Phúc,600.000,499.000,92,4.9,1 phần,21 bài giảng,02 giờ 26 phút,hôn nhân và gia đình,Phương pháp dạy con,"Trở thành cha mẹ thông thái, người thầy của con mình.. Có được bí quyết để con hợp tác, vâng lời mà không cần la mắng, đòn roi.. Có thể làm bạn với con, khai phá tiềm năng của con.. Biết cách dạy con lòng biết ơn, trách nhiệm, kỷ luật, yêu thương hơn.. Kết nối được với con, mối quan hệ cha mẹ với con tốt, gia đình hạnh phúc hơn"
Toán thông minh Soroban - sơ cấp,Vương Thị Hiên,900.000,599.000,62,5.0,2 phần,33 bài giảng,03 giờ 30 phút,hôn nhân và gia đình,,"Bé có thể làm toán mọi nơi, mọi lúc mà không cần bất kì phương tiện gì.. Khả năng tập trung của bé hơn một giờ đồng hồ.. Tính toán thành thạo lên đến hàng tỉ.. Tốc độ tính nhẩm của bé nhanh hơn tốc độ dùng máy tính điện tử.. Bé tự giác làm bài tập về nhà mà không cần bất kì sự nhắc nhờ nào.. Bé biết vận dụng kĩ năng học toán vào học những môn khác.. Bé hiểu rõ năng lực cũng như hạn chế của bản thân.. Tính cách, thói quen học tập, vốn hiểu biết, cách ứng xử của bé tiến bộ vượt bậc so với ban đầu."
Kỹ năng quản trị cảm xúc của con trẻ,Nghị Quế,700.000,399.000,139,4.8,6 phần,23 bài giảng,02 giờ 04 phút,hôn nhân và gia đình,Phương pháp dạy con,"Giúp bạn trang bị những kiến thức nền tảng, sâu sắc về tâm lý học cá nhân. Giúp bạn hiểu được một cách sâu sắc nguyên lý trao truyền tổn thương từ cha mẹ sang con cái. Trang bị 7 kỹ năng tâm lý ứng dụng giúp bạn quản trị tốt cảm xúc của con trẻ. Giúp trẻ tự lập và cảm xúc tích cực"
Cha mẹ học con thành tài,Nguyễn Phùng Phong,700.000,499.000,977,4.9,4 phần,18 bài giảng,02 giờ 19 phút,hôn nhân và gia đình,Phương pháp dạy con,"Hướng dẫn con cách để khám phá được sức mạnh não bộ của bé. Nắm bắt vai trò quan trọng của cha mẹ mà 93% phụ huynh đều không biết đến. 3 Bước ngắn gọn để biết “Nói sao cho con nghe” và làm sao để con ""đồng thuận"". Dạy con tự mình làm được mọi thứ thông qua 4 bước đơn giản. Truyền động lực, khơi hứng thú giúp con hào hứng, chủ động trong học tập và tối ưu được toàn bộ năng lực học tập của mình. Thấu hiểu năng lực não bộ và tâm lý hành vi con trẻ, từ đó có được hướng rèn giũa và dạy con phù hợp. Nắm được 4 chìa khóa quan trọng dành cho phụ huynh để thay đổi bản thân và có được những đứa con thiên tài"
Nghệ Thuật Kết Nối Cảm Xúc Trong Tình Yêu,Trang Trần,700.000,399.000,314,4.5,2 phần,12 bài giảng,01 giờ 19 phút,hôn nhân và gia đình,Đời sống vợ chồng,"Giúp bạn có kiến thức vững vàng trong việc bảo vệ bản thân cùng người yêu thương. Tự tin hơn khi thể hiện bản thân và đáp ứng nhu cầu của đối tác, từ đó nâng cao chất lượng cuộc sống tình cảm. Mang lại những xúc cảm tuyệt vời, ấn tượng khó phai với người yêu, bạn đời của bạn. Nắm bắt những phương pháp mới mẻ và sáng tạo, giúp cuộc sống tình cảm của bạn luôn tràn đầy hứng khởi"
Tính toán nhanh trên đôi bàn tay - Finger Math,Vương Thị Hiên,600.000,299.000,653,4.9,4 phần,30 bài giảng,02 giờ 41 phút,hôn nhân và gia đình,"Nuôi dạy con, Finger Math, Phương pháp dạy con","Giúp bé tính toán nhanh hơn, chuẩn xác hơn. Vừa học vừa chơi giúp toán học trở lên đơn giản và thú vị hơn bao giờ hết. Giúp bán cầu não phát triển cân bằng do sự phối hợp nhịp nhàng giữa tư duy và hoạt động cơ thể. Cách học toán finger math giúp bé cộng trừ nhiều số cùng lúc một cách đơn giản chuỗi cộng trừ không vượt quá 100.. Cha mẹ dễ dàng dạy con tại nhà, vừa học vừa chơi với con. Giúp con tư duy nhanh, thông minh trong học tập, tính toán"
Làm bạn cùng con,Đào Ngọc Cường,600.000,299.000,51,4.0,3 phần,19 bài giảng,01 giờ 24 phút,hôn nhân và gia đình,"Đồng hành cùng con, Phương pháp dạy con","Hiểu rõ hơn về trẻ em, tâm sinh lý lứa tuổi của trẻ em. Biết được cách kiềm chế sự tức giận, căng thẳng của mình khi thấy trẻ bướng bỉnh, không nghe lời.. Biết cách lắng nghe con và dạy con sự tôn trọng như những người bạn. Biết được cách đưa ra những lời khuyên hay, những nội quy tốt để trẻ dễ làm theo. Biết được cách lắng nghe một cách tích cực để hiểu trẻ hơn, hiểu bản thân hơn. BIết cách đặt vị trí của mình vào vị trí của con để hiểu con hơn và có được những giải pháp xử lý bất đồng giữa cha mẹ và con cái"
Dạy con phát triển toàn diện theo cha mẹ Do Thái,Liat Rockah Zimroni,900.000,299.000,87,4.5,15 phần,29 bài giảng,02 giờ 09 phút,hôn nhân và gia đình,"Nuôi dạy con, Phương pháp dạy con","Hiểu rõ và áp dụng các công cụ giáo dục hiệu quả để nuôi dạy trẻ. Có được những giải pháp đối với các vấn đề khó khăn phụ huynh thường gặp phải trong việc nuôi dạy trẻ.. Nắm bắt được phương thức để các bậc phụ huynh tạo ra những thói quen tốt cho trẻ nhỏ. Dạy con cách sáng tạo, sống có trách nhiệm, tự lập, biết cách tò mò, đặt câu hỏi. Dạy trẻ biết cách thư giãn và tập trung khi cần, trân trọng thế giới xung quanh, tránh xa đồ công nghệ. Biết cách tạo nên một môi trường hoàn hảo để giáo dục trẻ biết cách yêu thương và tôn trọng lẫn nhau."
Bí quyết khiến chồng luôn yêu bạn,Trang Trần,700.000,479.000,13099,4.9,6 phần,18 bài giảng,01 giờ 45 phút,hôn nhân và gia đình,Đời sống vợ chồng,"Giúp phụ nữ hiểu đúng và có nhận thức đúng đắn về tình yêu, tình dục.. Nhận thức được sự quan trọng của nghệ thuật bj trong kĩ năng phòng the vợ chồng. Dễ dàng thực hành được ngay các kĩ thuật tạo nên khoái cảm thực sự cho người đàn ông. Có khả năng gắn kết tình cảm với chồng / người yêu nhờ những kĩ thuật điêu luyện."
Rèn luyện sự tập trung cho trẻ 0-6 tuổi,Lại Thị Hải Lý,600.000,599.000,31,5.0,4 phần,31 bài giảng,03 giờ 04 phút,hôn nhân và gia đình,Phương pháp dạy con,"Giúp cha mẹ hiểu được bản chất của sự tập trung ở trẻ 0-6 tuổi, hiểu được mỗi đứa trẻ có những phong cách tập trung khác nhau và cần được tương tác phù hợp con mới phát huy được sự tập trung của mình.. Khóa học sẽ hướng dẫn cho cha mẹ cách thực hành cùng con trong những bài luyện tập não bộ để não con khỏe hơn, tăng sự chú ý của con mạnh mẽ hơn. Giúp trẻ tập trung học hành, vui chơi, làm việc từ sự tập trung tốt hơn sẽ khiến trẻ tăng khả năng ghi nhớ. Quan trọng nhất, đó là tạo cho trẻ một thói quen ""động não"" từ sớm, giúp trẻ tư duy logic tốt hơn, khả năng chú ý lâu hơn, điều khiển và sử dụng được não bộ của mình có chủ ý. Tạo tiền đề cho giai đoạn tiếp theo, bước vào tiểu học.. Tập trung là nền tảng của sự thành công. Vì thế, bố mẹ đừng bỏ qua khóa học “Chìa khóa giúp trẻ tập trung” 0-6 tuổi của Hotkids. Khóa học sẽ giúp bố mẹ biết cách giúp con tập trung học hành, làm việc một cách cao nhất, tạo tiền đề phát triển cho tương lai của con."
